名称,类型,经度,纬度,地址,省份,城市,区县
汽车充电站(合力家园A区),汽车服务;充电站;充电站,117.260443,31.832333,稻香村街道合力家园,安徽省,合肥市,蜀山区
云快充汽车充电站(中科大南七天地轻居酒店),汽车服务;充电站;充电站,117.257774,31.831289,望江路与肥西南路交叉口朝阳大厦101室轻居酒店,安徽省,合肥市,蜀山区
中充服汽车充电站(中充服私桩共享华仑港湾),汽车服务;充电站;充电站,117.25867,31.831175,中南街道华仑港湾,安徽省,合肥市,蜀山区
汽车充电站(开迈斯充电站合肥市东怡金融广场C座直流站),汽车服务;充电站;充电站,117.278201,31.870195,蒙城路105号东怡金融广场C座地下停车场372,安徽省,合肥市,庐阳区
汽车充电站(杏花公园站),汽车服务;充电站;充电站,117.274433,31.870808,阜南路与寿春路交叉口东南80米,安徽省,合肥市,庐阳区
友电集团汽车充电站(罗兰德小区充电桩),汽车服务;充电站;充电站,117.27688,31.871714,罗兰德小区(杏花公园地铁站D口步行320米),安徽省,合肥市,庐阳区
小桔充电汽车充电站(合肥世纪中心),汽车服务;充电站;充电站,117.280448,31.877823,世纪中心停车场位于地下(白水坝地铁站A口步行250米),安徽省,合肥市,庐阳区
壳牌汽车充电站(壳牌中央花园超级充电站停用),汽车服务;充电站;充电站,117.28187,31.874874,沿河路116号中央花园西门停车场,安徽省,合肥市,庐阳区
小桔充电汽车充电站(翔孚快享充永安苑小桔快充站),汽车服务;充电站;充电站,117.286445,31.890431,永安苑停车场(一里井地铁站D口步行350米),安徽省,合肥市,庐阳区
易佳电汽车充电站(易佳电蓝鲤神马大院充电站),汽车服务;充电站;充电站,117.289116,31.880415,"北一环与阜阳路交叉口神马大院,院内90米处",安徽省,合肥市,庐阳区
易佳电汽车充电站(易佳电蓝鲤翔孚永安苑充电站),汽车服务;充电站;充电站,117.28633,31.890572,阜阳路与龙潭路交口西北停车场,安徽省,合肥市,庐阳区
星星充电汽车充电站(阜阳北路停车场),汽车服务;充电站;充电站,117.287434,31.892193,杏林街道阜阳北路512号中国石化加油站地面停车场(阜阳北路),安徽省,合肥市,庐阳区
特斯拉超级充电站(合肥汇丰广场),汽车服务;充电站;充电站,117.28298,31.880396,濉溪路118号合肥汇丰广场地下停车场负二层276-280停车位/入口北一环路,安徽省,合肥市,庐阳区
星星充电汽车充电站(星星充电-阜阳北路停车场),汽车服务;充电站;充电站,117.287077,31.892131,杏林街道阜阳北路512号中国石化加油站(阜阳北路)后面停车场,安徽省,合肥市,庐阳区
汽车充电站(置地汇丰广场),汽车服务;充电站;充电站,117.282581,31.880717,北一环路与濉溪二村巷交叉口北120米,安徽省,合肥市,庐阳区
特来电汽车充电站(北极豹神马大院超充站),汽车服务;充电站;充电站,117.289231,31.880192,北一环路辅路与阜阳路交叉口东140米,安徽省,合肥市,庐阳区
依威能源汽车充电站(北都花园),汽车服务;充电站;充电站,117.285355,31.8911,阜阳路631号北都花园,安徽省,合肥市,庐阳区
宝马充电站(宝马站一里井),汽车服务;充电站;充电站,117.281459,31.881197,临泉路与阜阳路交口,安徽省,合肥市,庐阳区
特来电汽车充电站(建华文创园超充站),汽车服务;充电站;充电站,117.272067,31.891462,海棠街道茨河路6号合肥庐阳建华文创园,安徽省,合肥市,庐阳区
特来电汽车充电站(合肥宜家充电站),汽车服务;充电站;充电站,117.277027,31.887236,蒙城北路129号立体停车场398,安徽省,合肥市,庐阳区
小桔充电汽车充电站(帕沃充电合肥市上城名座小桔),汽车服务;充电站;充电站,117.280049,31.888352,上城国际名座地面停车场,安徽省,合肥市,庐阳区
国家电网汽车充电站(新天地国际购物中心店),汽车服务;充电站;充电站,117.279382,31.880845,蒙城路新天地购物广场地下停车场046,安徽省,合肥市,庐阳区
小桔充电汽车充电站(翔孚快享充富源小区慢充站),汽车服务;充电站;充电站,117.27347,31.890972,富源小区,安徽省,合肥市,庐阳区
星星充电汽车充电站(融宁府J地块),汽车服务;充电站;充电站,117.2712,31.889489,北二环与颍上路交口,安徽省,合肥市,庐阳区
依威能源汽车充电站(华安家园店),汽车服务;充电站;充电站,117.274813,31.882718,颍上路28号华安家园立体停车场,安徽省,合肥市,庐阳区
依威能源汽车充电站(领域花园),汽车服务;充电站;充电站,117.270913,31.88892,颍上路与临泉路交汇处领域花园地下停车场,安徽省,合肥市,庐阳区
闪烁充电金丰广场超级快充汽车充电站,汽车服务;充电站;充电站,117.278224,31.883528,金丰商业广场(海棠地铁站4号口步行350米),安徽省,合肥市,庐阳区
特来电汽车充电站(蓝钻尚界充电站),汽车服务;充电站;充电站,117.259126,31.878086,亳州路街道北一环路蓝钻尚界地面停车场,安徽省,合肥市,庐阳区
依威能源汽车充电站(翠竹园B区),汽车服务;充电站;充电站,117.256494,31.869741,清溪路31号翠竹园B区地下停车场,安徽省,合肥市,蜀山区
依威能源汽车充电站(明月苑店),汽车服务;充电站;充电站,117.257564,31.879719,濉溪路258号明月苑地下停车场,安徽省,合肥市,庐阳区
依威能源汽车充电站(水晶苑店),汽车服务;充电站;充电站,117.256359,31.874407,庐阳区肥西路1018号水晶苑,安徽省,合肥市,庐阳区
中国石化汽车充电站(滨水公园南充电站),汽车服务;充电站;充电站,117.25311,31.878914,四里河街道四里渠西路四里河滨水生态公园内(南侧),安徽省,合肥市,庐阳区
依威能源汽车充电站(凯悦豪庭),汽车服务;充电站;充电站,117.257644,31.877901,濉溪路421号凯悦豪庭地下停车场017,安徽省,合肥市,庐阳区
开迈斯汽车充电站(合肥市财富广场C座站),汽车服务;充电站;充电站,117.268105,31.878796,濉溪路278号财富广场C座地下停车场,安徽省,合肥市,庐阳区
云快充汽车充电站(宇新能源),汽车服务;充电站;充电站,117.265088,31.878722,北一环路辅路与界首路交叉口西南100米,安徽省,合肥市,庐阳区
合肥市庐阳区长丰路停车场汽车充电站,汽车服务;充电站;充电站,117.26253,31.87753,长丰路41号,安徽省,合肥市,庐阳区
依威能源汽车充电站(警泰苑),汽车服务;充电站;充电站,117.260635,31.872648,"亳州路街道,长丰路80号警泰苑进门右拐地面停车位",安徽省,合肥市,庐阳区
依威能源汽车充电站(警祥苑),汽车服务;充电站;充电站,117.262943,31.874002,长丰路69号警祥苑地下停车场053,安徽省,合肥市,庐阳区
星星充电汽车充电站(安畅电动汽车),汽车服务;充电站;充电站,117.268654,31.888251,海棠街道界首路安畅机动车检测站地面停车场,安徽省,合肥市,庐阳区
合肥充电庐阳区藕塘公园充电站,汽车服务;充电站;充电站,117.266891,31.890874,界首路海亮红玺台,安徽省,合肥市,庐阳区
易佳电汽车充电站(易佳电蓝鲤安畅星星充电站),汽车服务;充电站;充电站,117.269394,31.88838,海棠街道界首路21号安畅机动车检测站大院内,安徽省,合肥市,庐阳区
中国石化汽车充电站(临泉路充电站),汽车服务;充电站;充电站,117.258736,31.886081,亳州路街道临泉路7371号中国石化临泉路加油站,安徽省,合肥市,庐阳区
特斯拉超级充电站(合肥庐阳万象汇),汽车服务;充电站;充电站,117.258544,31.887134,临泉路7388号华润庐阳万象汇地下停车场3A,安徽省,合肥市,庐阳区
极氪能源超级充电站(合肥朗峰中心极充站),汽车服务;充电站;充电站,117.256004,31.887575,临泉路和肥西路交叉口东北角朗峰中心地下停车场负二层,安徽省,合肥市,庐阳区
汽车充电站(畅园新村西区),汽车服务;充电站;充电站,117.254757,31.885166,"亳州路街道,畅园新村西区76栋西侧地面停车位",安徽省,合肥市,庐阳区
汽车充电站(晨欣园A区),汽车服务;充电站;充电站,117.255797,31.883224,亳州路街道晨欣园7号楼东南角地面停车位,安徽省,合肥市,庐阳区
汽车充电站(畅园新村B区),汽车服务;充电站;充电站,117.258455,31.884461,亳州路322号畅园新村B区直行走到底靠左手侧36栋南侧地上停车位,安徽省,合肥市,庐阳区
汽车充电站(畅园新村东区),汽车服务;充电站;充电站,117.259813,31.883815,"亳州路街道,畅园新村东区7栋南侧,5栋楼北侧单元门口停车位",安徽省,合肥市,庐阳区
汽车充电站(晨欣园B区),汽车服务;充电站;充电站,117.255469,31.884528,亳州路街道合肥市大西门幼儿园馨和分园晨欣园17栋18栋北侧停车位,安徽省,合肥市,庐阳区
汽车充电站(畅园新村A区),汽车服务;充电站;充电站,117.257016,31.88447,"亳州路街道,亳州路322号畅园新村63栋南侧地面停车位",安徽省,合肥市,庐阳区
国家电网汽车充电站(安徽省合肥市包河区省体委交流充电站),汽车服务;充电站;充电站,117.297207,31.853593,芜湖路177号安徽省古井贡体育场5号地面停车场,安徽省,合肥市,包河区
充小兽超级充电站(芜湖路站),汽车服务;充电站;充电站,117.29178,31.854876,包公街道芜湖路少年宫,安徽省,合肥市,包河区
国家电网汽车充电站(昱立名车),汽车服务;充电站;充电站,117.300109,31.852311,马鞍山路99号昱立名车(包公园地铁站B口步行400米),安徽省,合肥市,包河区
皖小能汽车充电站(大厦),汽车服务;充电站;充电站,117.30011,31.85231,皖能大厦马鞍山路99号(包公园地铁站B口步行400米),安徽省,合肥市,包河区
汽车充电站(精伦金种子体育馆站),汽车服务;充电站;充电站,117.300212,31.850198,宁国南路70号安徽金种子体育馆南北一号高架西,安徽省,合肥市,包河区
云快充汽车充电站(合肥国驰超充站),汽车服务;充电站;充电站,117.305377,31.847812,同安街道屯溪路49号,安徽省,合肥市,包河区
星星充电汽车充电站(星星充电-合肥市周谷堆汽车城),汽车服务;充电站;充电站,117.309925,31.845504,周谷堆建材家具批发市场地面停车场,安徽省,合肥市,包河区
超翔汽车充电站(超翔快充站花鸟鱼市场),汽车服务;充电站;充电站,117.30637,31.853521,滨河路裕丰花市,安徽省,合肥市,瑶海区
皖小能汽车充电站(省能源大厦),汽车服务;充电站;专用充电站,117.301254,31.852613,能源集团有限公司马鞍山路76号能源大厦,安徽省,合肥市,包河区
宝马充电站(宝马站宋斗湾站),汽车服务;充电站;充电站,117.305383,31.84433,宋斗湾路与裕丰路交口,安徽省,合肥市,包河区
蓝鲤新能源汽车充电站,汽车服务;充电站;充电站,117.302341,31.847694,南一环69号新都会负2层停车场,安徽省,合肥市,包河区
星星充电汽车充电站(星星充电-安徽久鑫大东门),汽车服务;充电站;充电站,117.302315,31.865099,寿春路与胜利路交口东北角地面停车场,安徽省,合肥市,瑶海区
中能绿源充电站(河滨停车场站),汽车服务;充电站;充电站,117.300744,31.861796,巢湖路287号河滨停车场内,安徽省,合肥市,包河区
小桔充电汽车充电站(河滨停车场小桔),汽车服务;充电站;充电站,117.300273,31.86093,包公街道马鞍山路(大东门地铁站G口步行300米),安徽省,合肥市,包河区
小桔充电汽车充电站(奕筱桔大通路力天酒店超充站),汽车服务;充电站;充电站,117.310245,31.859755,力天国际停车场,安徽省,合肥市,瑶海区
星星充电汽车充电站(星星充电-东方商城超充站),汽车服务;充电站;充电站,117.308876,31.862386,明光路街道明光48号,安徽省,合肥市,瑶海区
极氪能源超级充电站(合肥万达广场包河店超充站),汽车服务;充电站;充电站,117.30163,31.856115,包公街道万达广场(包河店)地下停车场负二层N区051号车位旁,安徽省,合肥市,包河区
星星充电汽车充电站(合肥市坝上街超充站),汽车服务;充电站;充电站,117.30507,31.864436,坝上街·尚海汇内部地下停车场,安徽省,合肥市,瑶海区
小桔充电汽车充电站(帕沃充电合肥市古井假日酒店小桔),汽车服务;充电站;充电站,117.302502,31.864749,古井假日酒店地下停车场(大东门地铁站4号口步行60米),安徽省,合肥市,瑶海区
奥迪汽车充电站(合肥万达广场包河店),汽车服务;充电站;充电站,117.302736,31.857029,马鞍山路130号合肥包河万达广场B1层G006、G007、G008,安徽省,合肥市,包河区
依威能源汽车充电站(安徽省质监局生活区公寓楼店),汽车服务;充电站;充电站,117.301093,31.859896,马鞍山路科委大院,安徽省,合肥市,包河区
汽车充电站(桔子酒店大东门地铁站店),汽车服务;充电站;充电站,117.301409,31.861373,包公街道桔子酒店(合肥淮河路步行街大东门地铁站店)水岸御阁,安徽省,合肥市,包河区
依威能源汽车充电站(圣大国际商贸中心店),汽车服务;充电站;充电站,117.303194,31.863636,长江东路1137号圣大国际商贸中心地下停车场,安徽省,合肥市,瑶海区
汽车充电站(明光小区),汽车服务;充电站;充电站,117.309893,31.861698,大通路116号明光小区地面停车位,安徽省,合肥市,瑶海区
依威能源汽车充电站(圣大国际饭店),汽车服务;充电站;充电站,117.303635,31.863312,长江东路1127号圣大国际饭店圣大国际饭店,安徽省,合肥市,瑶海区
广汽能源汽车充电站(昊铂合肥银泰中心超充站),汽车服务;充电站;充电站,117.29198,31.862686,长江中路98号银泰中心二期地下停车场K008,安徽省,合肥市,庐阳区
